区域,卧室数,客厅数,房屋面积,楼层高低,是否是地铁房,是否是学区房,价格（万/m2）
朝阳,3,2,134.8,低,1,1,6.63
东城,2,1,80,中,0,0,4.1
石景山,1,1,53.3,高,0,0,4.28
海淀,2,1,84.4,低,0,1,7.44
西城,1,0,55.2,低,0,0,7.89
海淀,3,1,91.8,低,1,1,9.63
朝阳,3,2,163.6,低,1,0,7.01
海淀,2,1,88.1,高,1,0,5.9
东城,3,2,102.2,高,1,1,9.21
东城,2,1,60.4,高,1,1,8.64
东城,2,1,58.8,高,1,0,7.48
丰台,1,0,46.1,中,1,0,3.8
丰台,5,3,196.2,高,0,0,5.84
朝阳,2,1,101.7,中,1,0,5.18
海淀,3,2,128.3,中,1,0,5.48
丰台,3,2,173.7,低,0,0,4.92
西城,2,1,58.8,高,1,1,8.07
朝阳,2,2,97,低,1,0,6.34
东城,1,1,47,中,1,0,7.81
西城,3,1,76.2,中,1,0,10.15
东城,2,1,119.3,低,1,0,6.42
朝阳,3,2,168.4,中,0,0,5.05
东城,2,1,55.8,高,1,0,7.3
东城,1,1,61.8,中,1,1,9
丰台,2,1,112.8,中,0,0,4.42
丰台,1,0,50.2,高,1,0,4.32
丰台,2,2,109.4,低,1,0,4.94
丰台,2,1,63.4,高,1,0,5.1
朝阳,2,2,99.3,高,1,0,5.41
丰台,2,1,81.1,中,1,0,4.31
西城,2,1,59.8,高,1,1,11.53
丰台,1,1,66.3,低,1,0,4.43
西城,2,1,72.6,高,1,1,9.31
海淀,1,1,45.5,高,1,0,7.64
朝阳,3,2,114.6,高,0,0,4.5
朝阳,4,2,204.6,中,1,0,5.23
东城,2,2,119.9,高,1,0,8.46
东城,2,1,123.2,高,1,1,7.87
海淀,2,1,90.6,高,1,1,8.19
海淀,3,1,91.8,高,1,0,7.83
石景山,1,0,164.2,低,0,0,4.14
丰台,4,3,190.3,高,0,0,3.72
海淀,2,1,84.2,低,1,1,7.03
东城,3,2,133.2,高,1,0,7.98
海淀,3,1,69.7,低,1,1,9.47
丰台,3,1,83.4,低,1,0,4.89
丰台,4,2,156.8,高,1,0,4.05
海淀,1,2,70.6,低,0,1,6.98
丰台,3,1,126,中,1,0,4.06
石景山,2,1,64.5,中,0,0,3.3
石景山,2,1,85.2,高,1,0,3.79
海淀,1,2,73.9,低,1,1,6.96
海淀,2,1,87.8,中,1,1,7.88
海淀,5,3,150.8,低,0,0,5.52
丰台,2,1,88.6,低,0,0,4.02
丰台,3,2,185,高,1,0,4.26
东城,2,2,161.1,低,1,0,9.29
丰台,3,2,161.6,低,1,0,5.64
石景山,2,1,79.5,高,0,0,4.36
西城,2,1,64.4,中,1,0,7.33
西城,2,2,94.3,中,1,0,9.87
石景山,2,2,148,低,1,0,6.96
朝阳,2,1,86.1,高,1,1,5.29
丰台,2,2,86.8,中,1,0,5.38
东城,2,2,142.8,低,1,1,8.39
石景山,2,1,64.5,高,0,0,4.18
朝阳,3,2,152.5,低,1,0,6.92
东城,2,1,62.8,低,1,0,6.17
东城,2,1,78.7,低,1,0,7.37
东城,4,2,203.4,高,1,0,8.45
东城,2,1,56.6,高,1,1,9.76
西城,1,1,57,低,1,0,9
丰台,1,1,118.4,高,1,0,4.74
海淀,1,1,98.4,中,1,0,7.25
丰台,3,1,65.6,中,1,0,4.72
丰台,2,1,91.8,高,0,0,4.84
石景山,1,2,66.4,低,1,0,5.13
海淀,2,2,71.4,中,1,0,6.37
西城,3,1,89,低,1,1,11.53
朝阳,3,2,134.9,低,1,0,5.59
东城,3,2,185.6,高,1,1,6.83
丰台,2,1,60.1,低,1,0,3.82
东城,1,1,64.7,中,1,0,5.71
朝阳,2,1,68.6,高,1,0,4.46
石景山,3,1,99.1,高,0,0,3.73
石景山,3,1,72.8,低,1,0,3.89
朝阳,3,2,132.6,低,0,0,6.11
丰台,2,1,63.5,中,1,0,5.01
西城,3,1,122.2,低,1,0,7.18
东城,3,1,122.8,低,1,0,7.86
东城,2,1,77.4,中,1,1,7.17
西城,2,1,58.7,中,1,1,9.54
东城,2,1,56.3,中,1,1,8.81
朝阳,3,2,109.7,中,1,1,7.36
西城,1,1,82.9,中,1,1,10.49
海淀,2,1,91.9,低,1,1,8.82
朝阳,2,2,123.6,低,1,0,4.8
西城,2,1,56.1,低,1,1,10.99
海淀,3,2,127.2,低,0,1,6.45
海淀,2,1,58.8,高,1,0,6.95
石景山,2,2,88.4,低,1,0,5.75
石景山,3,0,62.1,高,0,0,4.02
朝阳,3,2,144.4,中,1,0,5.07
海淀,2,1,69.4,中,1,0,5.5
石景山,2,1,59.5,高,1,0,3.39
朝阳,2,1,63.8,低,1,0,5.28
朝阳,3,2,135.6,低,1,1,6.54
石景山,3,1,80.9,中,0,0,4.15
丰台,1,1,64.2,中,1,0,3.84
朝阳,3,2,131.4,高,1,0,5.21
丰台,3,1,119.7,低,1,0,3.99
朝阳,1,1,66.4,中,1,0,5.7
东城,3,1,74.3,低,1,0,8.37
西城,4,2,222,低,1,0,6.89
朝阳,2,1,66.1,中,0,0,4.05
海淀,2,1,95.3,中,1,1,8.33
海淀,2,1,59.9,低,1,0,7.84
西城,3,2,118.8,中,1,1,8.3
西城,2,1,73.8,低,1,1,11.48
朝阳,1,1,65.9,中,1,0,5.8
西城,2,1,115,低,1,0,6.79
东城,2,2,104.3,中,1,0,6.51
石景山,2,1,69.3,高,0,0,4.8
石景山,2,1,65.5,高,0,0,4.23
东城,2,1,78.1,高,1,1,9.32
丰台,2,1,78.3,低,1,0,4.62
朝阳,5,2,252.8,高,1,0,6.31
海淀,2,2,131.1,高,1,1,7.79
丰台,3,1,75.8,高,1,0,4.68
石景山,2,1,88.5,中,0,0,4.23
丰台,2,1,69.4,低,1,0,4.62
东城,1,1,41.9,高,1,1,8.09
石景山,1,1,67,高,1,0,3.86
丰台,2,1,64.5,高,1,0,4.81
石景山,2,1,47.4,高,1,0,3.79
朝阳,2,1,67.1,低,1,0,5.25
朝阳,1,1,85.7,低,1,0,5.73
东城,2,1,67.6,低,1,1,8.6
朝阳,3,1,86.4,中,1,1,7.34
西城,2,1,48.7,中,1,1,9.3
东城,2,2,85.9,高,0,0,5.74
丰台,2,1,119.3,高,0,0,4.65
海淀,3,1,118.5,高,1,1,9.84
西城,3,1,53.6,低,1,0,7.14
海淀,3,2,147.4,低,1,0,5.71
西城,3,1,164.4,高,1,1,9.46
东城,1,0,56.1,高,1,1,8.29
西城,2,1,52.6,高,1,1,11.05
东城,1,1,56.3,高,1,1,7.12
朝阳,3,2,129.2,高,1,0,5.53
西城,1,1,199.7,高,1,0,6.54
海淀,2,1,49,中,1,0,6.97
朝阳,2,1,96.6,低,1,0,6.13
东城,2,1,106.4,高,0,0,6.01
海淀,2,1,94.4,中,1,1,8.85
海淀,3,2,137.6,高,0,0,4.89
西城,4,2,194.8,低,1,0,7.02
丰台,2,2,107.4,高,1,0,5.49
海淀,3,2,143.3,高,0,0,6.4
丰台,1,1,67.9,低,1,0,4.09
丰台,2,2,95.6,高,0,0,4.84
西城,3,0,67.2,高,1,0,8.75
石景山,2,1,41.5,高,1,0,4.79
海淀,3,1,113.1,中,1,1,7.31
西城,3,1,79.8,中,1,1,11.41
朝阳,3,2,161.4,中,1,0,5.33
朝阳,2,1,72.1,低,1,1,5.66
东城,2,1,70.5,高,1,1,10.06
东城,4,2,247,低,1,0,5.07
西城,1,1,53.7,中,1,0,6.81
海淀,3,2,165.9,中,1,0,6.18
海淀,2,2,108.2,低,0,1,7.93
西城,3,1,71.2,高,1,1,8.59
东城,4,2,258.4,高,1,0,7.61
东城,1,1,51.5,中,1,1,7.64
石景山,2,1,110.2,高,1,0,4.7
丰台,2,2,100.2,高,1,0,4.2
西城,5,2,148.5,高,1,0,7.17
朝阳,3,2,112.6,低,1,0,6.48
海淀,2,1,82,高,0,0,6.31
丰台,3,2,137,中,1,0,4.28
西城,2,2,80.8,低,1,0,7.12
丰台,2,1,60,中,1,0,5.08
丰台,4,1,143.5,高,1,0,4.12
丰台,3,2,151.9,中,1,0,4.85
石景山,2,1,54.1,高,1,0,4.53
西城,3,2,150.4,中,1,1,9.35
西城,2,1,70.9,高,1,0,8.05
丰台,2,1,106.4,中,1,0,5.43
朝阳,2,2,90.2,中,0,1,5.73
石景山,2,1,77.6,高,1,0,3.59
石景山,1,1,42.6,中,0,0,3.15
东城,1,1,52.4,高,1,0,5.65
海淀,2,1,49.7,中,0,0,7.49
海淀,3,2,139,低,1,1,9.17
海淀,2,1,58.1,低,1,1,8.77
朝阳,2,2,113.8,低,0,0,4.63
丰台,2,2,100.3,低,1,0,4.29
朝阳,1,1,44.3,高,1,1,5.23
东城,2,1,62.2,高,1,0,6.38
海淀,2,1,64.2,低,1,0,5.71
丰台,2,2,79.6,中,1,0,5.47
东城,3,1,96.3,高,1,1,10.03
石景山,2,1,82.1,中,1,0,4.22
东城,2,1,56.5,中,1,0,6.71
海淀,2,1,75.9,低,1,0,6.04
海淀,1,1,59.6,高,1,1,6.64
朝阳,2,2,97,中,1,0,5.75
东城,2,0,49,高,1,1,7.17
西城,2,1,97.3,高,1,0,9.42
东城,3,2,144.7,中,1,1,7.53
石景山,3,2,131.2,高,0,0,5.58
石景山,1,1,58.8,高,0,0,3.65
西城,4,1,142.3,中,1,0,8.35
朝阳,3,0,63.5,高,1,1,5.21
海淀,3,1,89.7,高,1,0,7.13
西城,3,1,71.6,低,1,0,8.94
西城,1,1,56.1,中,1,1,8.73
西城,2,2,93.6,高,1,1,9.83
东城,2,1,122.9,中,1,0,6.26
丰台,2,2,101.4,中,1,0,4.94
西城,2,1,92.2,中,1,0,7.5
东城,1,1,67.3,中,1,0,7.43
石景山,2,1,49.2,高,1,0,4.44
丰台,2,1,81.7,低,1,0,5.41
石景山,1,1,60.4,高,1,0,4.94
东城,2,1,64.2,低,1,0,8.71
朝阳,2,1,53.9,中,0,0,5.4
西城,1,1,42.1,低,1,0,7.87
朝阳,3,2,150.5,高,1,0,5.47
朝阳,1,1,60.7,低,1,0,6.46
海淀,4,2,243.5,高,1,1,6.51
海淀,2,1,103.2,低,1,1,7.94
石景山,2,1,70.9,高,0,0,3.54
丰台,2,1,94.5,高,0,0,4.33
西城,3,1,77.5,中,1,1,8.96
西城,1,1,31.2,高,1,0,11.11
东城,1,0,30.5,低,1,0,9.18
朝阳,1,1,85.2,低,1,0,5.83
丰台,1,1,64.9,中,1,0,4.11
丰台,2,1,74.3,高,0,0,4.61
西城,2,1,62.7,中,0,1,9.31
丰台,3,1,118.3,高,1,0,4.64
石景山,2,1,86.4,高,0,0,4.11
朝阳,2,1,98.4,高,1,0,5.18
丰台,2,1,76.2,中,1,0,5.19
西城,1,1,32.7,中,1,0,9.96
海淀,2,1,60.6,低,1,1,7.35
朝阳,2,1,67.5,中,1,0,6.24
西城,2,1,101.5,低,1,0,6.81
朝阳,1,1,68.2,高,1,0,6.43
西城,3,1,83.4,中,1,0,9.51
海淀,2,1,74.8,中,0,0,6.07
东城,3,1,179.1,中,1,0,5.68
西城,1,1,36.7,中,1,0,9.85
西城,2,1,60.5,高,1,1,8.42
丰台,2,2,88.9,高,1,0,6.01
海淀,2,1,57.5,中,1,0,7.47
西城,2,1,64.2,低,0,1,10.55
丰台,2,1,71.3,高,1,0,4.13
西城,2,1,51.3,低,1,1,9.84
东城,1,1,35.5,中,1,0,7.28
海淀,2,1,116.2,高,1,0,7.96
丰台,1,1,51.7,中,1,0,4.82
海淀,3,1,121.4,低,1,1,7.44
朝阳,3,2,135.4,高,1,0,4.82
丰台,2,1,67.8,中,0,0,4.47
石景山,1,1,58.3,高,0,0,5.1
丰台,2,1,76,低,1,0,4.54
东城,2,1,58.8,中,1,1,8.3
朝阳,1,1,49.6,低,1,0,5.49
石景山,3,2,111.5,高,0,0,5.62
西城,2,1,94.1,高,1,0,6.51
海淀,2,1,85.6,低,1,1,9.37
海淀,2,0,57.8,低,1,0,6.33
丰台,3,1,84.2,中,0,0,4.78
石景山,2,2,117.4,低,1,0,5.54
丰台,1,0,37.1,中,1,0,4.83
丰台,4,2,255.4,高,0,0,5.25
东城,2,1,75.3,中,1,0,6.86
西城,2,1,65.5,高,1,1,8.75
海淀,3,1,79.7,低,1,1,8.85
海淀,2,1,62,低,1,0,7.1
丰台,1,1,67.2,低,1,0,5.53
海淀,1,0,50.4,高,0,0,7.23
西城,2,1,67,高,1,1,8.44
丰台,2,1,102,高,0,0,3.75
东城,3,2,152.6,中,1,1,9.37
朝阳,3,1,86.4,高,1,1,5.3
西城,2,1,59.5,高,1,1,9.71
朝阳,2,2,124.3,低,1,0,5.95
丰台,2,1,94.2,低,1,0,4.29
朝阳,2,1,62.2,高,1,0,4.83
石景山,1,1,64.2,高,0,0,3.65
朝阳,3,2,146.3,低,1,0,4.74
海淀,2,1,61.4,高,1,1,7.66
东城,1,1,50.5,中,1,1,8.59
朝阳,2,1,99.8,低,1,1,5.27
西城,3,1,84.5,高,1,0,8.3
朝阳,1,0,38.4,高,1,0,5.55
海淀,2,1,62.6,低,1,1,10.5
西城,3,1,162.4,中,1,1,9.41
海淀,3,2,217.6,高,1,1,6.64
朝阳,2,1,94.5,中,1,1,6.46
朝阳,3,2,141,高,1,0,5.85
朝阳,1,1,86.7,高,1,0,4.71
丰台,1,1,42.5,高,1,1,6.66
丰台,3,2,133.2,低,1,0,4.47
丰台,2,1,62.3,中,1,0,4.92
海淀,4,2,207.4,高,0,1,5.78
石景山,2,1,50.1,低,1,0,3.6
海淀,2,1,67.9,高,1,1,8.52
西城,2,1,59.4,高,1,1,11.44
丰台,2,2,90.5,低,1,0,5.15
石景山,2,1,60.2,低,1,1,4.8
石景山,1,1,69.2,中,0,0,4.75
石景山,2,1,64.4,中,1,0,4.36
石景山,3,2,168.5,高,0,0,5.15
东城,2,1,76.3,中,1,1,10.07
石景山,1,1,65.6,低,0,0,3.94
丰台,2,1,110.8,中,1,0,5.05
石景山,1,0,61.9,中,1,0,4.94
丰台,2,1,58.1,低,1,0,4.28
东城,3,2,157,高,1,0,7.92
东城,4,2,200.5,低,1,0,7.11
东城,1,1,83.1,高,1,1,6.63
丰台,3,1,124.5,高,0,0,3.28
丰台,2,2,105.6,低,1,0,4.57
朝阳,3,1,81.4,高,1,1,6.86
海淀,1,1,42.2,高,1,1,8.27
海淀,2,1,65.8,中,1,1,9.6
西城,1,1,50.8,高,1,0,7.3
朝阳,1,1,56.4,高,1,0,6.01
海淀,2,1,116.6,中,0,0,5.14
石景山,2,1,56.6,低,0,0,4.62
东城,2,1,62.2,低,1,1,8.91
西城,2,1,53.3,中,1,0,7.49
东城,2,1,61.4,高,1,0,5.62
东城,3,2,143.1,低,1,1,7.79
朝阳,4,2,290.9,低,1,0,6.64
东城,1,1,36.7,中,1,1,9.61
丰台,1,1,64.7,低,1,0,4.26
东城,2,1,67.3,中,1,0,8.28
丰台,3,2,120.3,高,1,0,4.39
西城,1,0,43.9,低,0,1,9.94
丰台,2,1,61.2,低,1,1,5.29
丰台,2,1,53.1,高,1,0,4.59
西城,2,1,95.2,中,1,0,7.4
海淀,2,1,91.3,中,1,0,7.83
东城,2,1,121.6,中,1,1,8.51
海淀,4,2,205.9,高,0,1,6.48
石景山,2,2,86.2,中,1,0,7
东城,2,1,62.1,高,1,0,7.73
石景山,2,1,59,高,1,0,4.34
西城,3,2,146.6,低,1,0,7.5
朝阳,2,1,107.3,高,1,1,5.35
海淀,2,2,148.4,低,1,1,7.75
石景山,3,2,124.6,中,0,0,4.56
朝阳,2,1,89.2,中,1,0,5.55
朝阳,2,1,97.3,中,1,1,6.83
东城,3,2,166.1,低,1,1,9.14
海淀,1,1,66.9,低,1,0,7.35
朝阳,2,1,53.1,中,1,0,6.82
朝阳,3,2,190.3,低,1,0,7.03
丰台,3,2,128.1,低,1,0,4.98
石景山,2,1,56.4,高,1,0,4.66
丰台,2,1,67.9,中,1,0,4.35
海淀,2,2,90.9,高,1,1,8.05
西城,2,1,55,高,1,1,9.44
西城,2,1,64.5,高,1,1,9.57
朝阳,2,1,55.9,低,1,0,5.07
丰台,2,2,97.4,高,0,0,5.19
丰台,2,1,62.2,高,1,0,4.53
海淀,1,1,59.4,中,0,0,5.71
石景山,1,1,56.5,高,1,0,5.01
朝阳,3,2,131.5,低,1,1,6.98
石景山,1,2,72.4,高,1,0,5.08
海淀,2,1,86.5,高,1,0,6.49
朝阳,2,2,114.7,中,1,0,7.03
石景山,1,1,69.9,中,1,0,4.12
石景山,1,1,63.6,低,0,0,5.06
西城,2,1,63.8,高,0,1,7.21
海淀,3,0,70.8,中,1,0,6.47
丰台,3,2,207.3,低,1,0,5.96
西城,2,1,56.7,高,1,1,10.34
西城,2,1,64.1,高,1,1,10.52
朝阳,2,2,200.7,低,1,0,7.08
东城,2,1,81,中,1,1,7.49
丰台,3,2,117.8,中,1,0,6.27
丰台,4,2,177.9,低,0,0,4.47
石景山,2,2,118.1,高,1,0,5.22
丰台,3,2,121.8,中,1,0,4.75
朝阳,2,1,101.3,低,1,0,5.2
石景山,2,1,80,低,1,0,4.1
东城,1,1,50.8,低,1,1,10.01
石景山,1,1,59.9,高,0,0,4.63
东城,3,2,150.5,高,1,1,6.94
东城,4,2,142.3,高,1,0,6.58
海淀,3,2,173.1,中,1,1,8.81
朝阳,2,1,51.8,中,1,0,5.37
朝阳,3,2,174.7,中,1,0,4.99
海淀,1,0,48,低,1,1,10.6
朝阳,2,2,102.1,低,1,1,5.02
东城,1,0,62.1,低,1,0,5.4
石景山,3,2,138.3,低,0,0,6.49
西城,1,1,82.3,低,1,1,8.74
朝阳,2,2,123.5,中,0,0,4.72
海淀,1,1,39,中,1,0,8.91
西城,2,1,66.6,高,1,0,7.2
东城,1,0,39.4,中,1,0,9.35
东城,3,1,96,中,1,1,8.62
朝阳,2,1,86.8,高,0,0,3.76
丰台,2,1,71,低,0,0,3.61
石景山,2,1,59.7,高,1,0,4.95
海淀,2,1,49.5,高,1,0,8.13
东城,2,1,71.5,中,1,1,8.37
东城,2,1,64.7,高,1,0,6.55
丰台,2,2,67,高,0,0,5.12
朝阳,2,1,99.2,高,1,0,4.37
东城,3,2,141.2,高,1,1,9.12
西城,3,1,97.3,中,1,0,7.6
石景山,2,1,62.6,高,1,0,3.79
海淀,2,1,60.6,低,1,0,8.28
西城,1,1,44.9,中,1,0,7.72
石景山,3,1,110.6,低,1,0,3.95
朝阳,1,0,50.6,高,1,0,6.3
丰台,2,1,73.7,高,1,0,5.15
石景山,1,2,70,中,0,0,5.32
朝阳,3,2,170.9,中,1,1,6.97
西城,3,1,119.5,高,1,0,6.99
朝阳,2,1,60.1,高,1,1,5.57
丰台,2,2,98.5,高,1,0,4.55
丰台,2,1,99,低,1,0,3.94
丰台,3,2,136.5,高,1,1,4.86
西城,1,1,69.9,高,1,0,9.74
朝阳,2,2,115,高,1,0,7.04
朝阳,4,2,186.2,中,1,0,5.08
东城,3,2,235.2,高,1,1,6.77
海淀,3,2,135.1,低,0,0,5.3
海淀,3,2,181.1,低,1,0,5.85
西城,2,0,49.1,中,1,0,7.32
东城,2,1,65,中,1,1,9.29
丰台,3,2,144.1,低,0,0,3.78
丰台,3,1,97.1,中,1,0,4.57
丰台,1,1,57.2,高,1,0,5.41
丰台,3,2,143.1,高,1,0,4.51
东城,2,1,60.8,中,1,1,7.33
海淀,2,1,98,低,1,1,8.76
朝阳,1,1,67.7,低,1,0,5.83
丰台,3,1,104.3,高,1,1,4.63
丰台,2,2,91.4,低,1,0,5.55
海淀,4,2,248.8,低,1,1,6.95
东城,2,1,58.8,高,1,0,8.95
朝阳,2,1,87.7,低,1,0,4.97
西城,2,1,73,高,1,1,9.6
西城,2,1,65.2,低,1,0,7.85
西城,2,1,55,高,1,1,9.67
西城,1,1,52.6,低,1,1,8.67
丰台,1,1,61.4,中,1,0,4.27
海淀,1,1,43.2,中,1,0,8.13
石景山,2,2,91.9,高,0,0,5.74
东城,3,1,179.3,中,1,0,5.59
朝阳,3,2,135.9,中,1,0,5.7
东城,2,1,82.3,中,1,0,8.25
海淀,3,1,98.9,高,1,1,8.55
海淀,2,1,45.7,低,1,1,9.73
朝阳,4,2,213.6,低,0,0,4.94
西城,3,2,134.5,低,1,1,8.46
石景山,2,1,60.1,中,1,0,4.35
东城,2,1,159,高,1,0,6.71
西城,3,1,75,高,1,1,8.6
西城,2,1,63.4,高,1,1,8.55
西城,2,1,53.9,高,1,1,11.49
朝阳,1,1,77.6,中,1,0,5.64
朝阳,1,0,51.3,中,1,0,6.14
石景山,2,1,74.2,低,1,0,5.06
丰台,1,1,48.3,中,1,0,5.46
朝阳,3,2,131.3,高,1,0,6.63
朝阳,2,1,105,中,0,0,4
朝阳,3,2,191,高,1,0,7.21
东城,1,0,63.8,中,1,1,9.2
朝阳,2,1,66.2,中,1,1,5.55
海淀,3,2,140,高,0,0,5.15
朝阳,2,2,77.9,中,1,0,4.8
东城,1,1,80.8,低,1,1,6.92
朝阳,3,2,152,高,0,0,5.38
东城,3,2,150,低,1,1,8.85
丰台,1,1,51.5,高,1,0,5.22
西城,2,1,51.7,中,0,1,8.64
海淀,3,2,126.8,高,1,1,6.44
丰台,2,1,103.6,中,1,0,5.27
西城,2,1,84.7,中,1,1,9.33
朝阳,3,2,159.9,低,1,0,7.22
丰台,3,2,115.1,高,0,0,3.76
丰台,3,1,112.8,低,1,0,5.45
东城,2,1,59.1,中,1,1,8.88
海淀,3,1,77.4,中,1,1,8.69
海淀,2,1,62.2,高,1,1,8.95
朝阳,3,3,158.3,低,0,1,5.92
石景山,3,1,88.7,高,1,0,4.85
朝阳,2,2,92.9,高,1,0,7.2
西城,3,1,66.7,高,0,1,7.51
石景山,2,1,164.8,低,1,0,4.96
西城,3,0,59,中,1,1,9.28
丰台,2,1,91.9,中,1,0,4.57
石景山,3,2,138.2,中,1,0,6.58
东城,3,1,88,高,1,1,8.73
西城,1,1,43.3,低,1,0,9.54
丰台,1,0,50.5,中,1,0,5.35
东城,1,2,125.6,中,1,0,6.77
朝阳,1,0,64.7,高,1,0,6.58
西城,2,2,103.7,低,1,0,6.91
东城,2,1,81.1,中,1,1,7.65
朝阳,3,2,241.9,低,0,0,5.5
朝阳,2,1,60.7,低,1,0,6.89
西城,2,1,89.3,高,1,0,8.08
朝阳,4,2,221.7,低,1,0,6.5
东城,3,1,90.3,中,1,1,9.99
西城,2,1,66.3,中,1,1,11.68
东城,3,1,72.8,中,1,0,7.46
丰台,2,1,102.5,高,0,0,4.2
朝阳,5,3,197.5,低,1,1,5.88
东城,1,1,42,高,1,0,7.69
石景山,2,1,61.8,低,1,0,3.54
海淀,3,1,95.9,高,0,0,6.47
海淀,1,0,45.4,低,1,0,6.76
西城,1,1,47.9,高,1,0,8.89
西城,2,1,59.6,中,1,1,8.4
丰台,1,1,47.4,中,1,0,4.62
朝阳,3,2,157,低,1,1,5.24
西城,2,1,92.7,低,1,0,7.06
海淀,1,1,41,高,1,1,8.2
海淀,2,1,55.8,低,1,0,8.62
石景山,1,1,53.5,中,1,0,4.06
石景山,3,1,115.1,高,0,0,3.62
朝阳,2,2,119.8,高,1,0,6.14
海淀,5,0,127.8,中,1,1,7.35
丰台,3,2,161.1,高,1,0,4.16
丰台,3,1,81.1,高,1,0,5.63
海淀,2,1,49.8,中,1,0,8.39
丰台,2,1,60.3,高,1,0,5.23
朝阳,1,0,48.1,高,1,0,5.79
东城,2,1,77.8,高,1,0,6.08
石景山,2,1,71.5,低,1,0,4.81
石景山,2,1,78,高,0,0,4.2
朝阳,3,2,155.9,高,1,0,6.09
石景山,2,1,73.1,高,1,0,4.36
丰台,2,1,60.9,高,0,0,4.99
丰台,3,2,127.5,中,0,0,4.49
东城,3,2,155.7,高,1,0,6.65
丰台,3,3,204,中,1,0,4.74
丰台,2,1,61.4,高,1,1,6.13
西城,2,2,103.1,中,1,1,8.26
丰台,3,2,126.8,低,1,0,5.38
海淀,2,2,82.2,高,1,1,7.13
丰台,2,1,82.2,高,1,0,5.43
朝阳,4,2,193.6,高,1,0,5.13
海淀,2,1,85.8,中,1,0,6.29
西城,1,1,43.9,高,1,1,10.75
丰台,2,0,58.2,中,1,0,3.68
东城,2,2,101.2,中,1,0,7.88
丰台,1,1,74.4,高,0,0,4.66
丰台,2,1,58.4,中,1,0,3.85
丰台,3,2,121.6,高,1,0,5.12
朝阳,3,2,154.3,低,1,0,5.47
石景山,2,2,102.4,低,1,0,4.36
东城,3,1,118,低,1,1,9.67
海淀,2,1,59.7,中,1,0,6.46
丰台,2,1,71.9,中,1,0,4.67
西城,4,2,251.8,中,1,1,9.37
西城,2,1,91.3,中,1,1,10.48
丰台,2,1,67.1,高,1,0,4.1
海淀,2,1,64.8,低,1,1,7.45
西城,2,2,77.7,高,1,0,7.66
石景山,1,2,54.9,中,0,0,5.46
东城,1,1,35.9,中,1,0,6.93
东城,3,1,92.1,高,1,1,9.63
朝阳,1,0,55.4,中,1,0,6.33
朝阳,2,1,86.7,高,1,0,5.92
海淀,2,1,55.3,低,1,0,8.62
朝阳,4,2,198.3,高,1,0,5.78
海淀,2,1,60.5,高,1,1,9.94
东城,2,1,82.3,高,1,0,6.22
海淀,4,2,204.1,中,1,1,9.78
石景山,3,2,140.2,低,1,0,6.21
西城,2,1,55.7,低,1,0,9.45
西城,2,0,54.2,低,1,0,7.9
朝阳,2,1,56.6,低,1,0,6.73
海淀,3,2,177.2,高,1,1,7.2
丰台,1,2,69.3,低,0,0,6.01
海淀,2,2,154.5,中,1,1,8.78
石景山,2,1,70.4,中,1,0,3.84
西城,1,1,59.9,高,1,0,7.66
丰台,2,2,95.9,中,1,0,4.86
丰台,2,1,86.7,高,1,0,4.77
海淀,2,1,91.9,低,1,0,6.36
丰台,3,2,138.1,中,1,0,4.51
海淀,1,1,93.1,中,1,0,5.84
朝阳,1,1,61.2,高,1,0,5.89
东城,3,2,172.8,中,1,0,8.42
东城,3,1,65.6,高,1,0,8.54
西城,3,1,70.4,中,1,1,11.31
朝阳,3,1,121.2,低,1,0,4.38
东城,3,1,138.4,高,1,0,6.36
东城,1,1,46.2,低,1,0,7.7
石景山,1,0,42,高,1,0,4.81
朝阳,2,1,85.6,中,1,0,5.67
丰台,2,1,83.2,低,1,0,5.05
朝阳,1,0,37.7,低,1,1,6.44
海淀,2,2,117.5,中,1,0,5.88
朝阳,3,1,128.5,低,1,1,4
海淀,2,1,58.9,高,1,1,7.58
朝阳,2,1,82.9,低,1,1,6.53
朝阳,3,1,85.1,中,1,1,5.94
朝阳,2,2,124.8,低,1,0,6.65
西城,2,0,59.1,高,0,1,10.01
东城,2,1,70.2,中,1,1,8.79
石景山,3,1,100.4,中,1,0,3.44
朝阳,3,1,156.4,高,1,0,4.91
石景山,2,2,97.7,中,0,0,5.66
东城,2,1,91.8,高,1,0,7.14
丰台,2,1,62.5,低,1,0,4.31
西城,2,2,101.2,低,1,0,9.31
海淀,2,1,61.5,高,1,1,8.84
西城,2,1,63.3,中,1,1,11.56
石景山,2,1,63.2,高,0,0,3.79
西城,1,1,56.3,中,1,0,8.26
海淀,2,1,63.4,高,1,0,7.63
东城,1,1,72.4,中,1,1,7.66
石景山,2,1,73.3,低,0,0,3.9
朝阳,1,1,80.1,高,1,0,4.55
丰台,1,1,49.9,高,1,0,4.44
丰台,5,2,214.2,高,1,0,5.38
海淀,2,1,90.2,中,0,0,5.3
朝阳,3,2,142.6,中,1,0,5.79
朝阳,3,2,132.1,中,1,0,4.64
海淀,2,1,60.2,高,0,0,5.56
朝阳,2,2,92,高,1,0,7.15
海淀,2,1,50.6,中,1,0,9.2
朝阳,2,2,99.3,低,1,0,6.7
丰台,3,0,54.7,中,1,0,3.86
西城,2,1,74.7,中,1,1,10.4
朝阳,2,1,89.8,高,1,1,6.68
